L_Come;L_Interlocut;Customer Account # / Cliente;Customer Name/Solic;Customer Name2;RUTA VENTA;City;Calle;LATITUT;LONGITUTD;FRECUENCIA
FSE;210375;11569945;PASTIFICIO CLASSICO SAC;LA MAR;ZBO;MIRAFLORES;AV LA MAR 970;-12.11203;-77.0468;MXJVS
FSE;210371;11569946;PASTIFICIO CLASSICO SAC;IL PASTIFICIO CLASSICO;ZBO;SANTIAGO DE SURCO;AV LA ENCALADA 998;-12.10641;-76.97122;JS
FSE;205356;11570246;PANACA UNIDA SAC;TAMBO DE TACAMA;WA4;MAGDALENA DEL MAR;CA COMANDANTE JIMENEZ 150;-12.0959174;-77.0619559;MV
FSE;210368;11570462;MEIAN SAC;NORKYS SOLARI;KF2;INDEPENDENCIA;AV ALFREDO MENDIOLA 3698  IND;-11.99462;-77.06045;MV
FSE;205356;11574828;CHINA PRIME SAC;SHI-NUA;ZBE;SAN ISIDRO;AV VICTOR ANDRES BELAUNDE 147 CC C;-12.097832;-77.0376212;LXV
FSE;210371;11575466;MAISA PERU SAC;ENRIQUE THOMAS;WA4;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200 INT;-12.08537;-76.97889;JS
FSE;205356;11578153;OSTERIA 199 SAC;OSTERIA;ZCE;SAN ISIDRO;AV LOS LIBERTADORES 199 URB;-12.09989;-77.03712;LXV
FSE;204570;11579385;ENTRETENCIONES CEC PERU SA;CHUCK E. CHEESE'S;KF2;BELLAVISTA;AV OSCAR  BENAVIDES 3866  LOCAL J-;-12.0565788;-77.1013727;JS
FSE;205859;11579393;MILLA TUERO ROXANA GENOVEVA;PIZZAS MANAROLA PERÚ;ZBN;CHACLACAYO;AV UNION MZ Q LT 2 MIGUEL GRAU;-11.98894;-76.8188;MV
FSE;204571;11580474;SKAY SAC;SKAY SAC;WA4;SAN MIGUEL;CA MRCAL ANTONIO JOSE DE SUCRE 630;-12.08736;-77.07784;MJ
FSE;210370;11582866;LIOVAL EIRL;SARCLETTI;KG3;SANTA ANITA;AV NICOLAS AYLLON 150;-12.05676;-76.97088;LV
FSE;204576;11582994;G Y K CATERING Y EVENTOS EIRL;CHORIPOINT;WA4;PUEBLO LIBRE;AV UNIVERSITARIA SUR ESQUINA CALLE NN1 MZ F-6;-12.07744;-77.081;J
FSE;210375;11595746;GRUPO SEVEN SEAS SAC;CHIFA EXPRESS;ARZ;SURQUILLO;CA 2 136 DPTO B URB LA;-12.11328;-77.00286;LXV
FSE;211525;11596184;SOCIEDAD HAPPYLAND PERU SA;;ASA;ATE;AV NICOLAS AYLLON 4770 INT 30;-12.039621;-76.9327583;LV
FSE;205356;11596515;VILLA INVEST SAC;;ZCE;MAGDALENA DEL MAR;AV EL EJERCITO 2245;-12.0992431;-77.0658544;MV
FSE;210368;11598653;INVERSIONES ESPARPER SRL;ESPARPER E;KF2;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400 INT R105;-12.00673;-77.059497;MV
FSE;210371;11606941;CINCO MILLAS SAC;BARRA CHALACA SANTA CATALINA;WA4;LA VICTORIA;URB SANTA CATALINA AV CARLOS;-12.0890074;-77.0200824;X
FSE;210369;11606943;FRANQUICIAS LA MOLINA SAC;;KG3;SANTIAGO DE SURCO;JR BATALLON CALLAO SUR 396 IN;-12.12827;-76.98499;JS
FSE;204570;11609242;SASH SA;;KG3;BELLAVISTA;AV OSCAR R BENAVIDES 3866 INT MA;-12.05562;-77.10199;JS
FSE;210370;11609491;ENTRETENCIONES CEC PERU SA;CHUCK E. CHEESE;KF2;SANTA ANITA;AV NICOLAS AYLLON  15008 3 PISO LO;-12.056652;-76.9705251;LV
FSE;210371;11610262;CINCO MILLAS SAC;BODEGON STA. CATALINA;WA4;LA VICTORIA;AV CARLOS VILLARAN 500 INT L;-12.08897;-77.02009;X
FSE;211525;11610264;FRANQUICIAS FRAP SAC;SARCLETTI;KG3;ATE;AV NICOLAS AYLLON 4770 INT 301;-12.04001;-76.93323;LV
FSE;210375;11611159;SDDD SAC;HOULIHAN'S;ZBQ;MIRAFLORES;AV ALFRESO BENAVIDES 330 INT 104;-12.12458;-77.02998;MXJVS
FSE;210346;11611861;CINEMARK DEL PERU SAC;CINEMARK GAMA MODA PLAZA;ZBO;LA VICTORIA;JR MARISCAL AGUSTIN GAMARRA 1275;-12.0708565;-77.0123553;X
FSE;210374;11612684;CONSORCIO OLZA EIRL;ANTICA;WA4;LIMA;AV 2 DE MAYO 732;-12.0913164;-77.0391791;X
FSE;210375;11614521;PIZZA FACTORY SAC;;WA4;MIRAFLORES;AV COMANDANTE ESPINAR NRO 300 MIRA;-12.116907;-77.036777;MXJVS
FSE;210375;11614812;KALDI INVERSIONES SAC;;ZCE;SURQUILLO;AV PASEO DE LA REPUBLICA 4445;-12.1104827;-77.0254227;LXV
FSE;205356;11614814;GRUPO TUDELA Y VARELA SAC;TUDELA E;WA4;SAN ISIDRO;CA FCO TUDELA Y VARELA 119;-12.10783;-77.0399;LXV
FSE;210375;11616779;MMG HOTELES SAC;IBIS STYLES HOTELS;ASA;MIRAFLORES;AV ALFREDO BENAVIDES 1740 URB EL R;-12.127005;-77.014324;MXJVS
FSE;204571;11616781;ENTRETENCIONES CEC PERU SA;CHUCK E CHEESE;KF2;SAN MIGUEL;AV LA MARINA 2000 URB PANDO CC;-12.0761542;-77.0836427;MJ
FSE;211525;11617302;ENTRETENCIONES CEC PERU SA;CHUCK E CHEESE;KF2;ATE;AV NICOLAS AYLLON 4770 CC REAL;-12.039615;-76.9325274;LV
FSE;210374;11617616;YOPO SAC;;ZCE;LINCE;AV CRNEL JOSE LEAL 530;-12.0851944;-77.0391772;LXV
FSE;204565;11622050;RODRIGUEZ FERNANDEZ JOE JORDAN;;ARZ;COMAS;JR CAJAMARCA 1020 5TA ZONA DE CO;-11.9146433;-77.0122541;MV
FSE;210375;11625160;INVERSIONES ROMA SAC;PIZZERIA DON ROSALINO;WA4;MIRAFLORES;AV REPUBLICA DE PANAMA 5867;-12.1221705;-77.0181301;MXJVS
FSE;210355;11627604;ASOCIACION DE LOS TESTIGOS DE;;ZBQ;SAN JUAN DE LURIGANCHO;AV LOS PROCERES 649 URB CAMPOY;-12.0180006;-76.9698639;LJ
FSE;210375;11630593;INVERSIONES VALLE HERMOSO SAC;FAIRFIELD BY MARRIOTT;ASA;MIRAFLORES;CA MARTIN DULANTO 130;-12.1252628;-77.0217777;MXJVS
FSE;210375;11632252;FUKU EIRL;EDO SUSHI;WA4;SURQUILLO;CA JORGE ISAAC 150 URB LA CA;-12.1114695;-77.0101968;LXV
FSE;210375;11632685;RESTOINVESTMENTS SAC;AMORE;ZBQ;MIRAFLORES;CA ATAHUALPA 175;-12.1183188;-77.0304035;MXJVS
FSE;210375;11633149;RUDANI INVERSIONES SAC;EMBUTIDOS CECILIA OSORIO;ZBE;MIRAFLORES;AV VASCO NUÑES DE BALBOA 751;-12.1295981;-77.0244011;MXJVS
FSE;210375;11634411;REPSOL COMERCIAL SAC;AURORA;ZBO;MIRAFLORES;AV ALFREDO BENAVIDES 1361;-12.12613;-77.01821;MXJVS
FSE;210371;11635698;INVERSIONES ALIMENTARIAS UMARO;EL PIOMBINO;KG3;SAN ISIDRO;AV GUARDIA CIVIL 696;-12.0962413;-77.011542;LXV
FSE;210369;11637552;GRUPO ONCE SAC;CAMINOS DEL INCA;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 492 URB;-12.115302;-76.99121;JS
FSE;210375;11637667;FIESTRA SAC;FIESTRA;ZBO;MIRAFLORES;AV ESPIGON 4 CIRCUITO DE PLAYA;-12.13014;-77.03527;MXJVS
FSE;210369;11638408;IL BUCO RESTAURANTE FUSION SAC;DON MARIO;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA NRO. 1583 URB.;-12.12564;-76.982329;JS
FSE;210368;11640644;PURA PASTA SAC;;ARZ;SAN MARTIN DE PORRES;CA RAMON CASTILLA NRO 105 URB INGEN;-12.02153;-77.05102;LJ
FSE;204565;11641999;SASH SA;SARCLETTI;KG3;COMAS;OTR PARCELA B1 MZ A1 LT 1 CC MALL P;-11.93653;-77.06558;MV
FSE;205356;11643734;LP HOTELES SA;;ASA;SAN ISIDRO;CA JOSE GRANDA 167;-12.0973449;-77.0490143;LXV
FSE;210375;11646430;VILLA 65 SAC;JACK URBAN PIZZA;KF2;SURQUILLO;CAL SAN DIEGO NRO 356  ROLL STAR SU;-12.11849;-77.02234;LXV
FSE;204571;11646753;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS;KF2;SAN MIGUEL;AV LA MARINA 2000 INT C124 URB PAND;-12.0761542;-77.0836427;MJ
FSE;210375;11646827;MAMBRINO SAC;MAMBINO 28 JULIO;WA4;MIRAFLORES;AV 28 DE JULIO 1003 INT 209 URB;-12.12953;-77.0222;MXJVS
FSE;210368;11647848;AGAJAIVI SAC;;ZCE;SAN JUAN DE LURIGANCHO;AV LOS TUSILAGOS 431 URB LAS VIOL;-12.01273;-77.00896;LJ
FSE;210375;11649112;HR SOLUCIONES ALIMENTARIAS SAC;RASSON TONY ROMAS;KF2;MIRAFLORES;CA GENERAL MENDIBURU 1007 URB SANTA;-12.1116;-77.04863;MXJVS
FSE;205356;11649866;SAN ANTONIO DE ABTAO SAC;SAN ANTONIO;KG3;SAN ISIDRO;CA AMADOR MERINO REYNA 263;-12.09255;-77.02882;LXV
FSE;205356;11649868;SAN ANTONIO DE MAGDALENA SAC;SAN ANTONIO;KG3;MAGDALENA DEL MAR;CA ROCCA DE VERGALLO 201;-12.09494;-77.05845;MV
FSE;210375;11649870;INVERSIONES KAMADO SAC;;ZBE;MIRAFLORES;CA CORONEL INCLAN 221 INT 1;-12.11765;-77.03142;MXJVS
FSE;210375;11651021;ATELIER PIZZERIA ARTESANAL SAC;PIZZARTE;ZCE;MIRAFLORES;AV MARISCAL JOSE DE LA MAR 1172 URB;-12.11057;-77.04826;MXJVS
FSE;211525;11651104;FRANQUICIAS ALIMENTARIAS SA;FRIDAYS;KF2;ATE;AV NICOLAS AYLLON 4770 INT R309;-12.04102;-76.93193;LV
FSE;211525;11651654;KIYOTAMA SAC;;KF2;ATE;AV NICOLAS AYLLON 4770 INT R203  RE;-12.04118;-76.93248;LV
FSE;210369;11652796;SANCHEZ CHAVEZ MARITZA;;ZBQ;SANTIAGO DE SURCO;CA JOSE MARIA QUIROGA 388 URB HIGU;-12.1178575;-76.9936749;JS
FSE;210358;11652798;COMERCIAL TRES ESTRELLAS SA;COMERTESA;ARY;ATE;AV PROLONG MARISCAL NIETO 345 URB L;-12.07046;-76.98136;LV
FSE;210374;11653004;MONTE ISOLA SAC;PANADERIA PASTELERIA ROVEGNO;KG3;SAN ISIDRO;AV 2 DE MAYO 1498 URB ORRANTIA ORRA;-12.09239;-77.04631;LXV
FSE;210369;11653005;PANIFICADORA LA NUEZ SAC;LA NUEZ;KG3;SANTIAGO DE SURCO;AV ALFREDO BENAVIDES 4121;-12.12808;-76.99229;JS
FSE;210369;11653006;PANIFICADORA LA NUEZ SAC;LA NUEZ;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 2897;-12.14009;-76.98444;JS
FSE;210374;11653054;ALIMENTOS PARA TI DISTRIBUCION;LA BIZCOCHA;ZAY;LINCE;JR PEDRO CONDE 572;-12.08759;-77.03015;LXV
FSE;210375;11653244;ALIMENTOS LATINOS SAC;RESTAURANT EL MERCADO;ZBE;MIRAFLORES;AV HIPOLITO UNANUE 203;-12.1114;-77.04859;MXJVS
FSE;205356;11653245;FOOD FAIR SAC;;ZCE;SAN ISIDRO;CA VALLE RIESTRA 106;-12.09669;-77.05359;LXV
FSE;210368;11654364;MARIN LAZARO ESTEBAN;;ARZ;SAN JUAN DE LURIGANCHO;JR AGUA MARINA 370 LA HUAYRONA;-11.99273;-77.00567;LJ
FSE;210375;11655810;ALBEMARCO SAC;MULTIMARKET SAN FERNANDO;ZCE;SURQUILLO;AV REPUBLICA DE PANAMA 4295;-12.10759;-77.01834;LXV
FSE;205356;11656012;OPERACIONES Y SERVICIOS GENERA;OSG;ZBO;MAGDALENA DEL MAR;PLAYA MARBELLA S/N  DENTRO DEL GRIF;-12.10388;-77.0643;MV
FSE;210369;11656486;MAMBRINO SAC;MAMBRINO LUCIO PRIMAVERA;WA4;SANTIAGO DE SURCO;AV PRIMAVERA 712 RES CHACARILLA;-12.11110755;-76.98566447;JS
FSE;210371;11659088;SAN ANTONIO DE EL POLO SAC;PASTELERIA SAN ANTONIO;KG3;SANTIAGO DE SURCO;AV EL POLO 695 INT 103;-12.10134;-76.97178;JS
FSE;210369;11659397;SAN ANTONIO DE LA ENCALADA SAC;SAN ANTONIO ENCALADA;KG3;SANTIAGO DE SURCO;AV LA ENCALADA 106;-12.11228;-76.97358;JS
FSE;204565;11659472;FRANQUICIAS ALIMENTARIAS SA;FRIDAY'S COMAS;KF2;COMAS;AV LOS ANGELES 602 INT 2014;-11.93715;-77.06622;MV
FSE;210369;11652567;COLOMBI ASOCIADOS SAC;Q-LINARIAS SURQUILLO;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 1092;-12.121467;-76.987509;JS
FSE;205859;11659792;MAYON HUAYASCACHI HUGO;;KE6;LURIGANCHO;MZ D LT 33 PRIMERA ETAPA URB ALAMED;-11.98757;-76.83398;MV
FSE;210375;11662527;LA PARMESANA SAC;LA PARMESANA;ZBQ;MIRAFLORES;AV COMANDANTE ESPINAR 843;-12.11139;-77.03704;MXJVS
FSE;210371;11662528;PASTITALIA SAC;PASTITALIA;WA4;SANTIAGO DE SURCO;AV ALIAGA 190 MONTERRICO;-12.10951;-76.97658;JS
FSE;210368;11662608;TARRILLO SILVA JOAQUIN;;ARY;SAN JUAN DE LURIGANCHO;AV LOS POSTES ESTE 351;-11.9962;-77.0059;LJ
FSE;210371;11663123;HHSS SAC;EMBUTIDOS Y ABARROTES;12A;SAN BORJA;AV AVIACION 3395;-12.10574;-77.00083;JS
FSE;210371;11663313;INVERSIONES HOTELERAS SAN ISID;BODEGA EL CHOTANITO;ASA;SAN ISIDRO;CAL ARMANDO BLONDET 190;-12.09551;-77.02239;LXV
FSE;205356;11663545;LA CAPSULA SAC;BODEGA ALDO;ZCE;SAN ISIDRO;AV PARDO Y ALIAGA 695;-12.1067015;-77.0388328;LXV
FSE;210375;11665153;ZARATE DIAZ SEGUNDO;CAFE LA FAVORITA;KG3;MIRAFLORES;AV LARCO 566;-12.1227383;-77.0291956;MXJVS
FSE;210374;11665405;PERFORMANCE NUTRITION EIRL;;ZBQ;SAN ISIDRO;AV GUILLERMO PRESCOTT 320;-12.0892927;-77.04788;LXV
FSE;210369;11665571;INVERSIONES ALIMENTARIAS UMARO;EL PIOMBINO;KG3;SANTIAGO DE SURCO;AV PEDRO VENTURO 271;-12.120514;-76.995209;JS
FSE;210375;11666274;DELICIASANA DS SAC;;ZBQ;SURQUILLO;JR FEDERICO RECAVARREN 1300;-12.1061484;-77.0239024;LXV
FSE;210375;11666439;INMOBILIARIA SELAYA SAC;IBEROSTAR HOTELES;ASA;MIRAFLORES;MALECON 28 DE JULIO 385 URB PETIT J;-12.1260953;-77.0335478;MXJVS
FSE;210375;11667198;CLUB SOCIAL MIRAFLORES;CLUB SOCIAL MIRAFLORES;ASA;MIRAFLORES;MLC DE LA RESERVA 535 URB CERCADO;-12.1312294;-77.0301465;MXJVS
FSE;210368;11667404;PASTRYPLUS SAC;;ARZ;SAN MARTIN DE PORRES;AV LOS ALISOS MZ B LT 10;-11.9816514;-77.0946184;LJ
FSE;204565;11667585;ENTRETENCIONES CEC PERU SA;CHUCK E CHEESE'S;KF2;COMAS;JR 1 N 155 INT 2040  MALL PLAZA COM;-11.937037;-77.0652451;MV
FSE;210375;11667586;ATTKO SAC;;ASA;MIRAFLORES;CA JUAN FANNING 523;-12.1262061;-77.0196845;MXJVS
FSE;210375;11667779;TENTACIONES GOURMET SAC;TENTACIONES GOURMET;ZBQ;MIRAFLORES;AV EL EJERCITO 645;-12.1150781;-77.0468272;MXJVS
FSE;210368;11668652;CORAZON PANDA SAC;;ARY;INDEPENDENCIA;AV CARLOS ALBERTO IZAGUIRRE 118;-11.9887921;-77.0575694;MV
FSE;210371;11668653;CORAZON PANDA SAC;;ARY;SANTIAGO DE SURCO;AV LA ENCALADA 631;-12.1088837;-76.9720284;JS
FSE;205859;11668788;CORPORACION TECNOLOGICA E INGE;;ARY;LURIGANCHO;CA ARCHIPIELAGO LT C1 URB LA CAPI;-12.0141674;-76.9173489;MV
FSE;210375;11670631;CHMM SAC;TORIKFM920615PS8;ZCE;MIRAFLORES;CA SAN MARTIN 401 INT 202;-12.1255415;-77.0303423;MXJVS
FSE;210351;11671174;CINEMARK DEL PERU SAC;MALL PLAZA COMAS;ZBO;COMAS;AV LOS ANGELES MZ A1 LT 01 PARCELA;-11.9361239;-77.0662974;MV
FSE;210371;11671267;LA ROCCA SAC;LA ROCCA SAC;WA4;LA VICTORIA;AV NICOLAS ARRIOLA 499 URB S;-12.0854853;-77.0154944;X
FSE;210375;11671334;TEA4ALL SAC;CHE CHA;ZBQ;MIRAFLORES;AV 28 DE JULIO 572;-12.1274638;-77.0284088;MXJVS
FSE;210368;11672060;CORPORACION ALIMENTARIA JV SAC;CORPORACION ALIMENTARIA JV;ARZ;SAN JUAN DE LURIGANCHO;JR LAS AMBROSIAS MZ E LT 33 URB. LA;-12.0119023;-77.0098127;LJ
FSE;210375;11672061;CORAZON PANDA SAC;;ARY;SURQUILLO;AV ANGAMOS ESTE 1648 URB CASA HUER;-12.1128827;-77.0147009;LXV
FSE;210371;11672385;MAMBRINO SAC;OLIVER;WA4;SANTIAGO DE SURCO;AV JAVIER PRADO ESTE 4200 INT B318;-12.0858962;-76.9785701;JS
FSE;210370;11672611;FRANQUICIAS ALIMENTARIAS SA;T.G.I FRIDAY'S;KF2;SANTA ANITA;AV NICOLAS AYLLON 111 INT RE31;-12.0568804;-76.9707349;LV
FSE;210368;11673624;SEGUIL PADILLA MARITZA LOURDES;;KE6;SAN JUAN DE LURIGANCHO;AV CANTO GRANDE 2936;-11.98035;-77.0119514;LJ
FSE;205356;11673719;SERVICIOS LILI SAC;;ZCE;SAN ISIDRO;AV ANGAMOS OESTE 1630 DPTO 301A URB;-12.1102288;-77.0448907;LXV
FSE;211525;11674145;LH PURUCHUCO SAC;LONGHORN;ZBE;ATE;AV NICOLAS AYLLON 4770;-12.0412821;-76.9317685;LV
FSE;210375;11674490;AMIGOSCOCINANDO SAC;TOMO COCINA NIKKEI;ARZ;MIRAFLORES;CA FRANCISCO DE PAULA CAMINO 285;-12.1208241;-77.0324323;MXJVS
FSE;210369;11674726;ERC CONCESIONES EIRL;;KG3;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 1092 INT PIS2 U;-12.1214775;-76.9874618;JS
FSE;205359;11675199;REPSOL COMERCIAL SAC;SAN CRISTOBAL;ZBO;RIMAC;AV 9 DE OCTUBRE 508;-12.0388722;-77.0156519;LJ
FSE;210371;11675500;PESCADOS CAPITALES SAC;;WA4;SAN BORJA;JR DOMENICO MORELLI 288 INT 07;-12.0893406;-77.0041366;JS
FSE;210371;11675501;PESCADOS CAPITALES SAC;;WA4;SAN BORJA;AV PRIMAVERA 1067;-12.1099439;-76.9810696;JS
FSE;210371;11675781;CIVITANO SAC;;WA4;SAN BORJA;AV PRIMAVERA 1067 URB CHACARILLA D;-12.1099367;-76.9808709;JS
FSE;210375;11676654;INVERSIONES TDF SAC;;ZBE;MIRAFLORES;AV COMANDANTE ESPINAR 866 URB CHACA;-12.1109672;-77.0368198;MXJVS
FSE;210371;11677124;REPSOL COMERCIAL SAC;PARQUE SUR;ZBO;SAN ISIDRO;AV GUARDIA CIVIL 1109;-12.1035287;-77.0149479;LXV
FSE;210375;11677533;LA CAPSULA SAC;PUKU PUKU CAFE;ZCE;MIRAFLORES;CA NARCISO DE LA COLINA 299 INT 101;-12.1182144;-77.0276793;MXJVS
FSE;210375;11677889;SERVICIOS LILI SAC;;ZCE;MIRAFLORES;CA 27 DE NOVIEMBRE 206 URB. SANTA C;-12.1177612;-77.0411614;MXJVS
FSE;210371;11677999;CORAZON PANDA SAC;;ARY;SAN BORJA;AV GUARDIA CIVIL  291 URB. SAN BORJ;-12.0911407;-77.0081713;JS
FSE;210375;11678834;SAN AGUSTIN PARACAS SAC;HUAMANTANGA;ASA;MIRAFLORES;CA SAN MARTIN 530 URB MIRAFLORES AL;-12.1262117;-77.0290732;MXJVS
FSE;210375;11678835;CHMM SAC;;ZCE;SURQUILLO;CA VICTOR MANTILLA 273;-12.1172318;-77.0175346;LXV
FSE;205356;11678837;CHMM SAC;;ZCE;MAGDALENA DEL MAR;JR CUZCO 589;-12.0889058;-77.0714924;MV
FSE;205356;11679096;CINCO MILLAS SAC;BARRA BRAVA;WA4;SAN ISIDRO;AV CAMINO REAL 1239;-12.1067621;-77.0394002;LXV
FSE;210371;11679366;BRISA ASOCIADOS SAC;;WA4;SANTIAGO DE SURCO;AV EL POLO 670 INT D101 URB. LIMA P;-12.1023683;-76.9715086;JS
FSE;210375;11679440;CHMM SAC;POLLERIA TORI;ZCE;MIRAFLORES;CA JOSE GALVEZ NRO 390;-12.1211873;-77.0335649;MXJVS
FSE;210375;11680115;JORDAN & JORDAN INVERSIONES SA;LAS CANASTAS MIRAFLORES;ZAY;SURQUILLO;JR MANUEL GONZALES PRADA 1035 SAN J;-12.1161833;-77.0193318;LXV
FSE;210369;11680117;JORDAN & JORDAN INVERSIONES SA;LAS CANASTAS MIRAFLORES;ZAY;SANTIAGO DE SURCO;JR BATALLON CALLAO SUR  396 INT 201;-12.1282423;-76.985219;JS
FSE;205356;11680269;MALECON BALTA OPERATOR SAC;HILTON GARDEN INN LIMA MIRAFLO;ASA;SAN ISIDRO;AV JAVIER PRADO OESTE 769;-12.0933068;-77.0391467;LXV
FSE;211525;11680324;ACTIVE FUN DIVERSION PERU SAC;MR JOY;ZAY;ATE;PRO JAVIER PRADO 8680 INT M101  REA;-12.0411116;-76.9314895;LV
FSE;204565;11680654;PANIFICADORA SANDWICHERIA CAST;;ARY;COMAS;AV CARABAYLLO 1365 URB SANTA LUZMI;-11.9483889;-77.0553037;MV
FSE;210375;11680940;CORBOC SAC;;ZBQ;MIRAFLORES;CA COMANDANTE JUAN G MOORE 176;-12.1197277;-77.040988;MXJVS
FSE;210375;11681072;ECONAIT SAC;;ZBQ;MIRAFLORES;CA MANUEL BONILLA 116 URB CER;-12.1199077;-77.0284269;MXJVS
FSE;210371;11681413;GRILLA LA CABAÑA SRL;;ZAY;SANTIAGO DE SURCO;AV RAUL FERRERO 110;-12.093926;-76.9672507;JS
FSE;210375;11681447;INVERSIONES RESTAURANT TERRAZA;;KF2;MIRAFLORES;MLC 28 DE JULIO 390 CERCADO DE MIRA;-12.1261319;-77.0337274;MXJVS
FSE;210375;11681928;INVERSIONES MIRAFLORES 1 SAC;;ASA;MIRAFLORES;CA LOS ALCANFORES 677;-12.1263856;-77.0279004;MXJVS
FSE;210375;11681930;VC CATERING SAC;;ZBQ;MIRAFLORES;AV TOMAS MARSANO 2124 URB. AURORA;-12.1227942;-77.0055924;MXJVS
FSE;210375;11681998;MALECON BALTA OPERATOR SAC;HILTON GARDEN INN MIRAFLORES;ASA;MIRAFLORES;CA MALECON BALTA 770;-12.124094;-77.0329468;MXJVS
FSE;210369;11682075;FOODOLOGY PERU SAC;;ZCE;SANTIAGO DE SURCO;JR CAMINO REAL 1745 URB JORGE CHAV;-12.1480059;-77.0114955;JS
FSE;210374;11682076;FOODOLOGY PERU SAC;;ZCE;SAN ISIDRO;AV 2 DE MAYO 748 URB RISSO;-12.0913772;-77.0392054;LXV
FSE;210375;11682161;FOODOLOGY PERU SAC;;ZCE;SURQUILLO;AV MARIA ELENA MOYANO 188;-12.1185449;-76.9974706;LXV
FSE;210368;11682162;FOODOLOGY PERU SAC;;ZCE;LOS OLIVOS;JR LOS GIRASOLES MZ J LT 22 URB CAR;-12.0094922;-77.0744701;LJ
FSE;204576;11682163;FOODOLOGY PERU SAC;;ZCE;LIMA;AV LA ALBORADA 1560 URB AVEP ET UNO;-12.064126;-77.0671487;X
FSE;210368;11682291;FRANQUICIAS ALIMENTARIAS SA;T.G.I FRIDAY'S;KF2;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400 INT R109;-12.0063889;-77.0591468;MV
FSE;210369;11682451;FLIPAMOS PAELLAS Y MAS EIRL;;ARZ;SANTIAGO DE SURCO;AV CAMINOS DEL INCA 1005 URB CHACAR;-12.1207563;-76.9876295;JS
FSE;205356;11683062;PASTELERIA LIMEÑA SAC;LA REPOSTERIA;KG3;MAGDALENA DEL MAR;JR SAN MARTIN 412;-12.0901161;-77.0705732;MV
FSE;210375;11683143;ALIANZA DE APOYO AL INEN;ALINEN;ZBQ;SURQUILLO;ESQ AVIACION Y PRIMAVERA S/N INST E;-12.1119156;-76.9991863;LXV
FSE;210371;11683146;PERU NATURA AGPA SAC;;ARY;SAN LUIS;CA MARIANO JOSE DE ARCE 137 URB. ME;-12.0658813;-76.9945214;MX
FSE;210374;11683147;RC GOURMET SAC;POMODORO COSTA;ZAY;SAN ISIDRO;AV DOS DE MAYO 674 URB ORRANTIA;-12.0911706;-77.0385204;LXV
FSE;210368;11683211;UNIVERSIDAD SAN IGNACIO DE LOY;;ARY;INDEPENDENCIA;AV INDUSTRIAL 3484 SUB LT 31A;-11.9954667;-77.0585994;MV
FSE;210368;11683390;CORPORACION LA METALURGICA DRA;;KE6;SAN JUAN DE LURIGANCHO;CA LAS ORTIGAS 1121;-12.0100419;-77.0080126;LJ
FSE;210375;11683466;BENACUCHI SAC;;ZCE;SURQUILLO;JR PORTOCARRERO 344;-12.1078964;-77.0180176;LXV
FSE;210375;11683467;CARNE Y MAR PERU SAC;;ZBE;MIRAFLORES;AV JOSE DE LA MAR 1093 URB STA CRUZ;-12.1137748;-77.0452103;MXJVS
FSE;210368;11683589;GRUPO EMPRESARIAL LOMIRA SAC;;ARY;SAN MARTIN DE PORRES;CA AUGUSTO SALAZAR BONDY 2071 URB;-12.0061395;-77.0848797;LJ
FSE;210371;11683590;CPFACTORY EIRL;;ZCE;SAN BORJA;AV AVIACION 2983;-12.0992755;-77.0017498;JS
FSE;204570;11684457;SASH SA;;KG3;CALLAO;AV ARGENTINA 3093 INT 100 PAB N7;-12.0486098;-77.1109615;MJ
FSE;205859;11684458;CORPORACION TECNOLOGICA E INGE;;ARY;LURIGANCHO;AV QUINTA AVENIDA MZ A LT 23A INT 2;-12.0125093;-76.9265006;MV
FSE;210368;11684811;GASTROBIZ SAC;SUBWAY;KF2;INDEPENDENCIA;AV ALFREDO MENDIOLA 3512 NDUSTRIAL;-11.9942433;-77.061231;MV
FSE;204571;11684812;GASTROBIZ SAC;SUBWAY;KF2;SAN MIGUEL;AV LA MARINA 2000 INT 302  CC PLAZA;-12.0777374;-77.0842917;MJ
FSE;210371;11684813;GASTROBIZ SAC;;KF2;SAN BORJA;AV JAVIER PRADO ESTE 2050 INT M215;-12.0895336;-77.0047066;JS
FSE;210368;11684814;SW FRANQUICIAS ANDINAS SAC;SUBWAY;KF2;INDEPENDENCIA;AV ALFREDO MENDIOLA 1400 INT PC09;-12.0062556;-77.0591705;MV
FSE;210372;11684815;SW FRANQUICIAS ANDINAS SAC;SUBWAY;KF2;LIMA;AV GARCILASO DE LA VEGA 1337 INT M;-12.0569645;-77.0370428;X
FSE;210374;11684817;SW FRANQUICIAS ANDINAS SAC;SUBWAY;KF2;JESUS MARIA;AV SALAVERRY 2370 INT PC01;-12.0899713;-77.0531288;XS
